episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9
3350,564,-0.15044599771499634,-0.10270178318023682,-0.7414224743843079,-1.3629107475280762,0,-1,-1,-11,4,-1.1111111111111107,0.9863706827163696,0.9451583303411385,2.1592852900747026,3.099818766132561,3.0979861321253557,3.4136795069810235,4.105261254274132,4.160929787000017,3.4575531100613057,4.0535005567493965,4.810590271355985,5.405146264114477
3358,565,-0.15805330872535706,-0.11674484610557556,-0.773773729801178,-1.4284133911132812,0,-1,-1,-11,5,1.1111111111111107,0.9831000566482544,0.9450638145081044,2.1592852900747026,3.099818766132561,3.0979861321253557,3.4136795069810235,4.105261254274132,4.340623023606314,3.4575531100613057,4.0535005567493965,4.810590271355985,5.405146264114477
3362,566,-0.16503247618675232,-0.12999986112117767,-0.6386863589286804,-1.2393913269042969,0,-1,-1,-10,6,3.333333333333334,0.980388343334198,0.9449693081266536,1.8290083043020697,3.1876809678573186,3.577419379823465,3.9568176675042084,4.562382154521362,3.869106380250888,4.478398015048261,4.087654130034716,5.658418245269028,6.314520155900837
3369,567,-0.16978514194488525,-0.14004147052764893,-0.34941011667251587,-0.8167535066604614,0,-1,0,-7,4,-1.1111111111111107,0.977816641330719,0.9448748111958409,2.9124810854489036,2.4647328760322984,3.9359208108854866,3.0516839543965135,3.16757703291586,4.40927244304584,3.344053568440252,4.012243728211291,5.437463523546903,3.7603897143446274
3377,568,-0.1736539751291275,-0.1489408314228058,-0.41291695833206177,-0.9351169466972351,0,-1,0,-7,0,-10.0,0.9728683233261108,0.9447803237147213,3.020716431043363,2.4647328760322984,3.9359208108854866,3.0516839543965135,3.16757703291586,4.40927244304584,3.344053568440252,4.012243728211291,5.437463523546903,3.7603897143446274
3385,569,-0.1818825900554657,-0.16471688449382782,-1.1309341192245483,-2.0532469749450684,0,-1,-1,-16,5,1.1111111111111107,0.9661171436309814,0.9446858456823498,1.5964085718719212,1.87135123158754,1.642489217958416,2.1507270316050002,2.6022583296866024,3.1870034940034646,2.963755954802481,3.7181353183125045,3.094794895111602,4.198968931876113
3388,570,-0.19229543209075928,-0.18407291173934937,-0.9713686108589172,-1.8358111381530762,0,-1,-1,-15,5,1.1111111111111107,0.9594377279281616,0.9445913770977816,1.8709718540702673,1.674618317266,2.0988775499764167,2.293779724427919,3.1643405648034233,3.8510197496471745,3.2509872927106214,3.667760006574703,3.54697393982325,4.300733957279176
3391,571,-0.20119184255599976,-0.20140083134174347,-0.8253039121627808,-1.6425039768218994,0,-2,-1,-13,3,-3.333333333333333,0.9517174959182739,0.9444969179600718,1.4468414732850996,1.4495294773359864,2.012942527095582,2.5687808660112674,2.390193283832957,2.189429980224575,1.702835771893143,2.0571339842701883,2.0092657287961035,2.9433352272391233
3394,572,-0.2105553150177002,-0.21973279118537903,-1.0176217555999756,-1.9637562036514282,0,-2,-1,-16,5,1.1111111111111107,0.9431748986244202,0.9444024682682759,1.5972851207789418,1.2159125974171512,1.5456832929302085,1.898447744971064,1.9654657090964083,2.3202470216570443,2.1300396122513345,2.038917591751501,1.7574168174198563,2.536126070585965
3402,573,-0.21990841627120972,-0.2383803129196167,-0.8702382445335388,-1.7754416465759277,0,-2,-1,-14,1,-7.777777777777778,0.9319866299629211,0.9443080280214491,1.406266618033891,1.2467602102834339,1.5890334635949173,2.303940926546535,2.504509184776908,2.223179936730401,1.7789994405520124,1.8956590349632987,2.300505533056702,3.1775192921854396
3409,574,-0.23153947293758392,-0.2607937157154083,-1.3817048072814941,-2.5777664184570312,0,-2,-1,-21,9,10.0,0.9216168522834778,0.944213597218647,0.754319772926512,0.858061082999372,0.8525983266550274,0.5923255781443489,0.8947774385435318,1.0359961409925407,0.9911840522148655,1.0868924142278122,0.6518117258927545,1.1975116233266265
3412,575,-0.24072828888893127,-0.2799699008464813,-0.5661724209785461,-1.4030003547668457,0,-2,-1,-11,4,-1.1111111111111107,0.9131062626838684,0.9441191758589251,1.5054465787237659,1.7571890595658068,2.329394654904962,2.1430405599607587,2.0430945094611586,1.5959698834511502,1.938508532116183,1.5512623902872964,2.5617477907887025,2.081801893760561
3423,576,-0.2467019408941269,-0.2947773039340973,-0.6170204877853394,-1.5205098390579224,0,-2,-1,-12,1,-7.777777777777778,0.9009308218955994,0.9440247639413393,1.441299615604527,1.6332421667783272,2.04631325345134,2.1674090122393936,2.1266145700206964,1.7798713899981733,1.702345053246249,2.319697786236989,2.153799540026555,2.934554787444463
3425,577,-0.25588011741638184,-0.3147525489330292,-1.1416106224060059,-2.3385612964630127,0,-3,-1,-19,4,-1.1111111111111107,0.8853669166564941,0.9439303614649451,0.19050042040347856,0.15695191921866608,0.10750544853882538,0.3556817910587287,0.39497838915349504,0.34260905777378037,0.749105327788474,0.25717410307796296,0.24927617057584264,0.47649071162143564
3435,578,-0.2673532962799072,-0.33857518434524536,-1.148529291152954,-2.3960936069488525,0,-3,-1,-19,5,1.1111111111111107,0.869174599647522,0.9438359684287987,0.19050042040347856,0.15695191921866608,0.10750544853882538,0.3556817910587287,0.39497838915349504,0.4134590397397177,0.7703354807249864,0.25717410307796296,0.24927617057584264,0.47649071162143564
3438,579,-0.27800166606903076,-0.3616979718208313,-0.9983024597167969,-2.2286572456359863,0,-3,-1,-18,2,-5.555555555555555,0.8501362800598145,0.9437415848319558,-0.1956136515924296,0.16421491997546978,0.19262494330359395,0.03181632539163968,0.3430344596041476,0.6893589504731054,0.484130300638435,0.6358438964653624,0.5641404505969925,0.9260269942411524
3442,580,-0.2898811101913452,-0.3871222734451294,-1.327903389930725,-2.7574565410614014,0,-3,-1,-22,6,3.333333333333334,0.8297734260559082,0.9436472106734726,0.17881702113236747,0.14507820457248466,-0.27736659585183726,0.06505682090296167,-0.1565849762454002,0.1304646669764136,0.23226312793750503,0.11407710027265142,0.1393909718020714,-0.12063444914458024
3445,581,-0.3013787567615509,-0.4125853180885315,-1.012276291847229,-2.3653061389923096,0,-3,-1,-19,0,-10.0,-2.1951611042022705,0.9435528459524052,0.05961943224390043,0.15695191921866608,-0.017272323684019722,0.3556817910587287,0.39497838915349504,0.4134590397397177,0.7703354807249864,0.25717410307796296,0.24927617057584264,0.47649071162143564
3449,582,0.11522853374481201,-0.07008758187294006,0.04798483848571777,-0.0447658896446228,0,-1,0,0,1,-7.777777777777778,0.9942556023597717,0.94345849066781,5.913813066231624,5.298742042709712,5.493427109594881,5.866022955994884,7.066889892362115,6.874640202426847,5.858497072708685,4.737629457910003,4.395502593391089,5.693668224384439
3450,583,0.11234579235315323,-0.07579192519187927,-0.541810929775238,-0.9634287357330322,0,-1,-1,-8,9,10.0,0.9938143491744995,0.9433641448187432,3.156160524071865,3.3613656340497813,4.182521245213399,4.228770634854834,4.505127635474368,3.800768932684139,3.9539825814562755,5.331916003323686,6.238183054288433,4.9560876822347195
3455,584,0.11138813197612762,-0.07864868640899658,0.24346983432769775,0.23332363367080688,0,-1,0,2,5,1.1111111111111107,0.9942415952682495,0.9432698084042613,4.385000093336857,4.882072734546035,5.360504893421491,5.9188374655848115,6.627108591918203,5.351259366539777,4.198060383835561,3.6953451367421986,4.9836060565514195,3.9170491000578163
3460,585,0.11416101455688477,-0.07588410377502441,0.30434489250183105,0.31515538692474365,0,-1,0,3,8,7.777777777777779,0.9953807592391968,0.9431754814234209,3.736665850625819,4.595518580778075,4.831036701860389,6.003754826618428,5.945788241897834,4.820165853122419,3.658454969763098,4.106280612930385,5.005275103393695,3.1806897491385406
3469,586,0.12035799771547318,-0.06796473264694214,0.8600979447364807,1.159165620803833,0,-1,1,9,1,-7.777777777777778,0.9961364269256592,0.9430811638752785,5.314785792328655,6.355999823634825,4.270889992670798,3.07339652659014,4.014677175692308,4.499680455323487,3.2656872509978694,3.036240084665292,1.856593686420264,1.8691237516713237
3476,587,0.12525218725204468,-0.06215770170092583,0.20961305499076843,0.14733445644378662,0,0,0,1,4,-1.1111111111111107,0.9961979985237122,0.942986855758891,6.213509550715742,5.548620921559724,6.028665711515513,6.7266864031974745,7.865970014315722,7.499925174205247,6.131616280781788,4.506282934042007,5.842085777833436,5.578676544148289
3482,588,0.1267603039741516,-0.061660610139369965,0.10738181322813034,-0.019525766372680664,0,0,0,0,5,1.1111111111111107,0.9962417483329773,0.9428925570733151,5.942249604070596,5.562805237434191,5.341815957127151,7.0049477590985525,6.990340199473023,7.8335206007961755,6.478059192571525,5.033881834705278,5.231668318166928,5.710234956992764
3488,589,0.12823732197284698,-0.061304714530706406,0.17937752604484558,0.0820508673787117,0,0,0,1,5,1.1111111111111107,0.9964024424552917,0.9427982678176078,6.213509550715742,5.548620921559724,6.0997916030679225,6.7266864031974745,7.865970014315722,7.562450096931492,6.229654063044785,4.506282934042007,5.842085777833436,5.578676544148289
3492,590,0.1304038166999817,-0.059979524463415146,0.24600937962532043,0.17544618248939514,0,0,0,1,2,-5.555555555555555,0.9961383938789368,0.942703987990826,6.213509550715742,5.656315781288681,6.220296024541085,6.7266864031974745,7.865970014315722,7.562450096931492,6.31789786310485,4.506282934042007,5.842085777833436,5.578676544148289
3504,591,0.13036595284938812,-0.062141548842191696,-0.19199177622795105,-0.5084136724472046,0,0,0,-4,5,1.1111111111111107,0.9955805540084839,0.9426097175920269,4.87866497451776,4.615922847282196,5.18553878214542,4.615376404345149,4.7240004905643325,6.360354876966042,6.5361405803427335,5.199857418610762,5.339646403482687,4.53659569307432
3507,592,0.12897691130638123,-0.06647889316082001,-0.09758616983890533,-0.3725188672542572,0,-1,0,-3,4,-1.1111111111111107,0.9949609637260437,0.9425154566202677,4.396049348745028,5.597916940251013,4.621901846779982,4.602958860742724,6.477419475514032,6.2118794183338295,6.663786697950222,5.103184519014125,5.207162597087077,4.009177329423439
3512,593,0.12754255533218384,-0.07098592817783356,-0.17699500918388367,-0.50495445728302,0,-1,0,-4,0,-10.0,0.9931769967079163,0.9424212050746057,5.282319036709074,5.5155011060337396,4.417103580773179,4.257305677466911,5.2829727813946175,6.01546910947609,6.940512095794427,5.966070911643215,5.034124886426536,3.554324778188674
3518,594,0.1215599775314331,-0.08260156214237213,-0.916185736656189,-1.6536879539489746,0,-1,-1,-13,9,10.0,0.9915116429328918,0.9423269629540982,1.8094401703525897,2.2369289829946606,2.7463353285753698,3.482709432971566,4.126764374131059,3.8679962688088043,4.770835905865048,4.597925015398756,4.474739847758114,6.004742761961802
3525,595,0.11701542139053345,-0.09213226288557053,-0.10349050164222717,-0.41681045293807983,0,-1,0,-3,9,10.0,0.9919255971908569,0.9422327302578029,4.465040908441941,5.597916940251013,4.774922570310089,5.068963118302019,6.477419475514032,6.2118794183338295,6.726860869182563,5.103184519014125,5.207162597087077,4.144122019627014
3528,596,0.12024082243442535,-0.08985753357410431,0.6470398902893066,0.7226566076278687,0,-1,1,6,6,3.333333333333334,0.993434488773346,0.9421385069847771,4.9811172205402094,4.638021822033272,5.339376243923429,4.312352798867217,4.441685025179421,4.042119843337696,4.508071504164672,3.762993365049512,2.855810247250057,1.905180313259551
3539,597,0.12781979143619537,-0.08102796226739883,0.843519926071167,1.0113331079483032,0,-1,1,8,0,-10.0,0.9938916563987732,0.9420442931340786,6.123561218386587,5.205038142663018,3.6204545216672024,4.432396265732262,3.755615863997403,3.842743405753092,4.10301217760479,3.3439722324282277,2.5339603936059003,2.060479987886234
3542,598,0.1316075474023819,-0.0781557559967041,0.027909114956855774,-0.25557494163513184,0,-1,0,-2,4,-1.1111111111111107,0.9933422803878784,0.9419500887047652,4.956728936886382,5.544027391327488,4.373239706926223,5.659540072301198,5.973319616247465,7.097761697143225,6.1960105714762435,5.054552128627125,4.159605766181254,5.21015079313844
3550,599,0.131370410323143,-0.08159473538398743,-0.06143319606781006,-0.4049281179904938,0,-1,0,-3,1,-7.777777777777778,0.9917483329772949,0.9418558936958947,4.573776679354179,5.805706413739642,4.774922570310089,5.065746389734162,6.602361773920579,6.355484565152711,6.79916558241271,5.103184519014125,5.207162597087077,4.372688080839826
3552,600,0.12743939459323883,-0.09083865582942963,-0.6429568529129028,-1.3118218183517456,0,-1,-1,-10,0,-10.0,0.9878508448600769,0.9417617081065252,2.054528366202568,3.507427251249462,3.827941995404518,4.659600156304824,4.4970567258055985,3.869106380250888,5.004992578469366,4.328646581627665,5.9351210146276605,6.750284659085871
3555,601,0.11699993908405304,-0.11022330075502396,-1.346260905265808,-2.406510829925537,0,-1,-1,-19,4,-1.1111111111111107,0.9819625020027161,0.9416675319357145,0.8317031182713148,1.3292427460643104,1.0066938934514087,1.062196249375999,1.5401634166997833,1.510558533032212,2.243362810014885,2.908257010527335,2.0805524291298756,2.6622429782860846
3561,602,0.10361004620790482,-0.13430386781692505,-1.3323259353637695,-2.402378797531128,0,-1,-1,-19,7,5.555555555555555,0.9762588739395142,0.941573365182521,0.8317031182713148,1.3292427460643104,1.0066938934514087,1.062196249375999,1.5401634166997833,1.510558533032212,2.243362810014885,3.1172318782349686,2.0805524291298756,2.6622429782860846
3564,603,0.09316477924585342,-0.15408146381378174,-0.8251961469650269,-1.648108720779419,0,-1,-1,-13,2,-5.555555555555555,0.9697754383087158,0.9414792078460027,1.9172499349285685,2.2853066485687217,2.8436628442659684,3.482709432971566,4.126764374131059,3.8679962688088043,4.770835905865048,4.685405797392853,4.474739847758114,5.960420827652102
3570,604,0.08287020772695541,-0.17385229468345642,-1.1819483041763306,-2.2154624462127686,0,-1,-1,-18,3,-3.333333333333333,0.9609360694885254,0.9413850599252181,1.4424815584169908,1.2748897479071932,1.4907632582559054,1.6558007513480173,2.309952734022263,2.7800975727555497,2.377590339128324,3.7284658379478444,2.2112755541039792,2.7177604136837523
3577,605,0.07010253518819809,-0.19764579832553864,-1.346552848815918,-2.4921531677246094,0,-2,-1,-20,7,5.555555555555555,0.9522579908370972,0.9412909214192257,0.821859813006703,1.1220958957101639,0.9420788480429587,1.214653209860962,1.4529376878971068,1.2793306543214684,1.4695116080124246,2.4709836802501783,0.7595002634144925,1.438441498051596
3582,606,0.059475451707839966,-0.2184993028640747,-0.8458898663520813,-1.7656176090240479,0,-2,-1,-14,1,-7.777777777777778,0.9419952034950256,0.9411967923270838,1.4251559345622435,1.354886464630885,1.5890334635949173,2.2634389872919134,2.562660278323604,2.5253306699188833,2.053969865970453,2.073520375547094,2.3744549698079336,3.215735742684506
3587,607,0.048068754374980927,-0.24084191024303436,-1.3609402179718018,-2.5740389823913574,0,-2,-1,-21,4,-1.1111111111111107,0.9288313984870911,0.9411026726478511,0.754319772926512,0.858061082999372,0.8418285168144878,0.6494179132878498,1.0105412337151147,1.0359961409925407,0.9911840522148655,1.0868924142278122,0.6518117258927545,1.4622557941717917
3592,608,0.034513235092163086,-0.2667745351791382,-1.3492811918258667,-2.5933008193969727,0,-2,-1,-21,0,-10.0,0.9109775424003601,0.9410085623805863,0.8020743984350012,0.858061082999372,0.8418285168144878,0.6494179132878498,1.0105412337151147,1.0359961409925407,0.9911840522148655,1.0868924142278122,0.6518117258927545,1.4622557941717917
3595,609,0.017418213188648224,-0.2983662486076355,-1.9796819686889648,-3.570518970489502,0,-2,-2,-29,6,3.333333333333334,0.8902769684791565,0.9409144615243482,0.3584133663745368,0.39979738424782607,0.45209813755435624,0.609323080405591,0.46632802086235225,0.31783990604826245,1.0290646832850912,0.5782647645953294,0.4203536269956189,0.5418541499640053
3600,610,-0.00023130688350647688,-0.3312447965145111,-1.6020452976226807,-3.06017804145813,0,-3,-2,-24,3,-3.333333333333333,0.8680199980735779,0.9408203700781957,0.23156855715968194,-0.04968544403641028,-0.006158246300204034,-0.13785904624223422,-0.10799693912725689,0.0559791780499104,0.14910834958451924,-0.1872921591236536,0.2511402851370458,0.2026112179634643
3605,611,-0.016987496986985207,-0.3632904589176178,-1.7294878959655762,-3.295604705810547,0,-3,-2,-26,7,5.555555555555555,0.8459303379058838,0.940726288041188,0.21007961759312133,0.005230505684877956,-0.04402171046431888,-0.1414734913068334,-0.1666867614322021,0.1834111025752326,0.07702956716096584,0.09453303460202682,0.11683701592124515,0.1658744906551563
3612,612,-0.03141138330101967,-0.3925171494483948,-1.2239347696304321,-2.6228814125061035,0,-3,-1,-21,7,5.555555555555555,0.8273835778236389,0.9406322154123838,0.00570519006730584,0.14324134211203052,0.027346226552453362,0.016747634779044313,0.07164388045553882,0.07671504541427643,0.5184693032083347,0.559619333643662,0.15339816276696372,0.22980782581253448
3622,613,-0.04104503244161606,-0.4154714345932007,-0.7630994915962219,-2.025818347930908,0,-3,-1,-16,8,7.777777777777779,-2.186289072036743,0.9405381521908426,0.4887724297317502,-0.02138519814327807,0.6129861787037676,0.7645427841820007,0.8270597854968004,0.4320486503144473,0.603390690062351,0.6547971399176107,0.5576825330689454,0.3509854989183612
3627,614,0.06609156727790833,0.20873388648033142,-0.08693192154169083,-0.06581620872020721,0,2,0,-1,3,-3.333333333333333,0.957405149936676,0.9404440983756235,1.6907227982690072,1.1169639313020725,1.6210537867363515,1.248517935042277,1.5570367592697634,1.8375719132798372,2.4550250715922655,1.634859758698361,1.882203109627325,1.678265095723925
3633,615,0.0639469251036644,0.20638522505760193,-0.3147889971733093,-0.37853753566741943,0,2,0,-3,3,-3.333333333333333,0.9595807790756226,0.940350053965786,0.9099842141816752,0.5954244069994168,0.5864312193424824,0.9682736345204352,1.350925597890975,0.8518066570291313,0.9161677516500653,1.5589293052638875,1.0815455770328168,0.8243432819115929
3641,616,0.059616297483444214,0.20104525983333588,-0.5263234972953796,-0.6672386527061462,0,2,-1,-5,3,-3.333333333333333,0.9627756476402283,0.9402560189603894,0.9289429569987917,1.529601644850503,0.8424664604272547,1.346883944870472,1.10695366040411,1.3305562252269407,1.1283219513060363,1.8950917422851492,1.0323673125543542,2.2701886846095927
3645,617,0.05325368419289589,0.19293609261512756,-0.7230674624443054,-0.9348175525665283,0,2,-1,-7,8,7.777777777777779,0.9641627669334412,0.9401619933584934,1.009315251596286,0.7268237025967104,0.8233179351563503,1.1242607408832153,1.1956061686497015,1.3566404825441112,1.0058530693932837,1.069556950728659,2.2644853063387114,1.5810256280004458
3650,618,0.04965469613671303,0.18930712342262268,-0.0876370444893837,0.05685105174779892,0,2,0,0,8,7.777777777777779,0.9618986248970032,0.9400679771591576,1.6595866598657765,1.8281333629110268,1.7221897441828413,1.6841424303786017,1.9999655894138053,2.122599080188617,2.170723239043001,2.458195406981834,1.7590069133641864,1.9831249941756917
3654,619,0.05214707553386688,0.19519557058811188,0.5012833476066589,0.9779534935951233,0,2,1,8,0,-10.0,0.9605375528335571,0.9399739703614417,1.8050572942951852,1.569898419382029,1.568680383392428,1.6119091624965787,0.9772507097427923,1.2472810175188949,1.679447342972948,1.2374182529615254,1.486664831062707,2.111993257778951
3663,620,0.0528368279337883,0.1986514925956726,-0.26181089878082275,-0.14754308760166168,0,2,0,-1,1,-7.777777777777778,0.9628448486328125,0.9398799729644056,1.6907227982690072,1.2509291506237452,1.6210537867363515,1.2444471478590566,1.5570367592697634,1.9584932384124398,2.6282122367352456,1.7319231980468193,1.882203109627325,1.7230527023444304
3668,621,0.04715023562312126,0.19275663793087006,-0.8048263192176819,-0.939498782157898,0,2,-1,-8,3,-3.333333333333333,0.9668474793434143,0.9397859849671092,0.7575314630090138,0.8531005382794405,0.7641185744870798,1.2327115626969163,1.2042807061211285,0.9617088981108017,0.7669385959820266,0.9078029978264179,1.4635186124649593,2.2033685306860833
3670,622,0.03811207413673401,0.18207846581935883,-0.9821067452430725,-1.1793984174728394,0,1,-1,-9,9,10.0,0.9684625864028931,0.9396920063686125,1.8690434481920377,2.040074904310101,2.873835443795517,3.719113500892411,4.851289051075279,4.303428836163539,3.8761654257051967,3.861979879113722,5.124448460188251,6.664955408903062
3675,623,0.032966531813144684,0.17758767306804657,-0.16284555196762085,0.09177584946155548,0,1,0,1,6,3.333333333333334,0.9672240018844604,0.9395980371679756,4.480418759639506,5.314939962015754,5.473205149698607,6.848963081983496,8.047651135751291,6.936544951599869,6.147404233514083,5.532573008071585,5.432276307931843,6.543213572618843
3681,624,0.032875385135412216,0.18104144930839539,0.10430186986923218,0.5243563652038574,0,1,0,4,5,1.1111111111111107,0.9649426341056824,0.9395040773642589,4.556107714644677,5.740656949291431,6.659200281836348,6.471950837852152,6.177596246084627,6.515979129193042,4.927456407179207,4.391273665355698,5.749788515266625,4.5897226102015924
3683,625,0.03440987318754196,0.1872359812259674,0.1875954568386078,0.6781723499298096,0,1,0,5,1,-7.777777777777778,0.9641754031181335,0.9394101269565225,4.002899959736118,5.504323268308735,6.619994390533694,6.379089014343746,5.978832409978463,5.225973515092167,5.232094188313897,4.946019901626185,3.99164423831129,3.7031422392283706
3690,626,0.03301754966378212,0.1892738938331604,-0.39010459184646606,-0.16939270496368408,0,2,0,-1,6,3.333333333333334,0.9637974500656128,0.9393161859438268,1.6907227982690072,1.296537709736099,1.6774052796531471,1.2444471478590566,1.6439498985129535,1.9803282764242474,2.683397385853718,1.7319231980468193,1.882203109627325,1.8946863264722968
3698,627,0.030750008299946785,0.19026972353458405,-0.10621193051338196,0.2894172668457031,0,2,0,2,0,-10.0,0.9649537205696106,0.9392222543252324,2.2192370818040064,2.2704385337039845,1.6123757639240623,2.0654288107964405,2.6315856924169614,2.9375228481699978,2.7452933283950878,2.2480279860562353,1.9561518189514642,2.0021903781448813
3704,628,0.02561534382402897,0.1872064769268036,-0.825534999370575,-0.772118091583252,0,1,-1,-6,9,10.0,0.9651479721069336,0.9391283320998,1.899953481263026,3.245167449803321,4.026143464465202,3.965272080583108,4.033893256709398,3.698259447100079,4.167775373325551,6.158546619535269,4.189715317255455,5.333140572893614
3711,629,0.021969569846987724,0.18668705224990845,-0.018182002007961273,0.48044657707214355,0,1,0,4,0,-10.0,0.965603232383728,0.93903441926659,4.774417720676505,5.740656949291431,6.766745080419419,6.471950837852152,6.257895923141181,6.559312421215001,4.89498628593509,4.391273665355698,5.749788515266625,4.806417362934149
3717,630,0.017673958092927933,0.1854637861251831,-0.7446191906929016,-0.5930157899856567,0,1,-1,-5,8,7.777777777777779,0.9656740427017212,0.9389405158246634,2.3957481245622425,2.9141594649791096,5.033415777478261,3.539012618445477,4.617590342907322,3.4098623337267755,4.648718309663279,4.197625482112827,5.783507330303671,3.678789697143185
3724,631,0.013872971758246422,0.185272678732872,-0.10687611997127533,0.40234723687171936,0,1,0,3,2,-5.555555555555555,0.9653491973876953,0.938846621773081,4.7937977696361465,4.527280172025209,6.323299945191309,7.4036905403957824,6.525435786768074,5.947708307265737,5.162734555290415,5.001316585329514,4.902685225692231,4.585975717000385
3729,632,0.010590274818241596,0.18614722788333893,-0.4992895722389221,-0.16491460800170898,0,1,0,-1,5,1.1111111111111107,0.9654629230499268,0.9387527371109037,6.251998726426815,3.8415793365845925,5.162972684767066,5.747752410991366,7.285435200473588,7.908930191514293,7.14437402013465,6.383338503576539,4.99018931242487,5.484581486058731
3730,633,0.006344634108245373,0.18584159016609192,-0.3711634874343872,0.0574231892824173,0,1,0,0,0,-10.0,0.9673807621002197,0.9386588618371926,5.80748635470165,4.994267562057465,5.695111972324219,6.774713913965261,7.609559328079532,8.06233620833361,6.664276788262379,6.053597404187419,6.014346619250898,5.348125050091905
3739,634,-0.0013339269207790494,0.18060794472694397,-1.0719062089920044,-0.9776679277420044,0,1,-1,-8,8,7.777777777777779,0.9687494039535522,0.9385649959510088,1.794405314158668,2.3387579126071847,3.4518004248183614,5.5969043143740755,3.6777468560119115,3.7842103598302144,3.6744474973925154,4.744696532008259,6.40229513849068,5.033403315142861
3744,635,-0.008270647376775742,0.17677828669548035,-0.4098014533519745,0.05490909516811371,0,1,0,0,1,-7.777777777777778,0.9700960516929626,0.9384711394514138,5.9048855175152655,5.118419456553182,5.695111972324219,6.864885599773318,7.609559328079532,8.06233620833361,6.664276788262379,6.072312723713461,6.014346619250898,5.348125050091905
3750,636,-0.015395722351968288,0.172927588224411,-0.9451219439506531,-0.7318916916847229,0,1,-1,-6,7,5.555555555555555,0.9710798859596252,0.9383772923374687,1.899953481263026,3.245167449803321,4.026143464465202,4.307156001920358,4.033893256709398,3.724089867013688,4.3700576172669585,6.451465581480006,4.400844706294377,5.458724847639342
3755,637,-0.022048281505703926,0.17005914449691772,-0.45598381757736206,0.03785577416419983,0,1,0,0,0,-10.0,0.9728994965553284,0.9382834546082349,6.095996239802435,5.118419456553182,5.695111972324219,6.864885599773318,7.609559328079532,8.06233620833361,6.762870134606438,6.072312723713461,6.014346619250898,5.348125050091905
3760,638,-0.030557068064808846,0.16462241113185883,-1.1532871723175049,-0.9973791837692261,0,1,-1,-8,5,1.1111111111111107,0.9755460023880005,0.9381896262627741,1.794405314158668,2.446943487038461,3.4518004248183614,5.5969043143740755,3.6777468560119115,3.9528738570631914,3.6744474973925154,4.744696532008259,6.582973292053319,5.033403315142861
3766,639,-0.04107615724205971,0.15637777745723724,-0.9777610898017883,-0.705444872379303,0,1,-1,-6,9,10.0,0.9754611849784851,0.9380958073001479,1.9968507746728696,3.245167449803321,4.026143464465202,4.307156001920358,4.387500604737172,3.724089867013688,4.3700576172669585,6.451465581480006,4.400844706294377,5.484399785698448
3771,640,-0.046165063977241516,0.15664854645729065,-0.15610814094543457,0.570838987827301,0,1,0,5,8,7.777777777777779,0.971869170665741,0.9380019977194178,4.29670782408064,5.688667697999738,6.49698118609376,6.379089014343746,6.097777891320226,5.326823503116268,5.53382522799242,5.081635525510652,3.8514838806641674,3.8295125254542373
3773,641,-0.0443226620554924,0.1677224189043045,0.43942326307296753,1.5022199153900146,0,1,0,12,8,7.777777777777779,0.9647642374038696,0.9379081975196459,0.682689270382419,0.6236580952853239,0.9413564307263979,0.12071308055469622,0.40867217878264284,0.4108285308055725,0.4363729457678529,1.1414413585822243,0.14852335026214128,0.2967152746197824
3780,642,-0.03678834065794945,0.18771204352378845,0.988761842250824,2.363210678100586,0,2,1,19,5,1.1111111111111107,0.9551814198493958,0.937814406699894,1.8974906020536115,1.7546352592945438,1.91571102662975,2.219349068157795,1.9014792762722683,1.765302257685217,1.2737643960804215,1.0729948982582465,1.1589901082070728,1.218383730912493
3784,643,-0.026804327964782715,0.2117041051387787,1.003706932067871,2.414658546447754,0,2,1,19,2,-5.555555555555555,0.9461543560028076,0.9377206252592241,1.8974906020536115,1.7546352592945438,2.038372910565827,2.219349068157795,1.9014792762722683,1.765302257685217,1.3287655455598872,1.0729948982582465,1.1589901082070728,1.218383730912493
3789,644,-0.019449347630143166,0.23204666376113892,0.5302940607070923,1.7335001230239868,0,2,1,14,8,7.777777777777779,0.9353530406951904,0.9376268531966981,3.1735242857478596,2.544829674474562,2.505127768345453,2.497108260041879,2.4540266332795584,2.7851942042329654,2.725966960655181,2.12075354431245,1.814856666289974,1.5392900402629572
3793,645,-0.011072959750890732,0.25425776839256287,1.0672377347946167,2.574310779571533,0,2,1,21,1,-7.777777777777778,0.9244152307510376,0.9375330905113785,1.3078646140797998,1.4495116743258865,1.736855300723429,1.10452528290788,1.2819392721737128,0.630460280961185,0.9612171508121243,0.7592533474723345,0.9395640553571742,0.8542529078735197
3806,646,-0.003992665093392134,0.2749269902706146,0.4338241219520569,1.66817045211792,0,2,0,13,3,-3.333333333333333,0.9160465598106384,0.9374393372023273,0.6834563575602045,0.8323895099390769,0.7126027656309801,1.2436848432151637,0.6791557926779498,0.18475576908541597,0.4878470729088438,0.7768386385053287,0.5044983975571655,0.874111833982798
